region_name;full_description_for_ml;tags
Самарская область;Самарская область (тип: область, Приволжский федеральный округ, Поволжский экономический район, центр — Самара). Площадь 53 565 км², население около 3 150 000 человек. Расположена на юго-востоке европейской части России, в среднем течении Волги, в уникальном месте — на Самарской Луке. Визитная карточка: Край Жигулёвских гор, Волжской дуги и космической славы: от легендарной Самарской Луки до стартовых площадок «Союзов» и самой длинной набережной в России. Чем знаменита: Жигулёвские горы, национальный парк «Самарская Лука», производство автомобилей «Лада» (АвтоВАЗ), ракетно-космический центр «Прогресс», бункер Сталина, Жигулёвское пиво, Грушинский фестиваль авторской песни, замок Гарибальди в Хрящёвке. Главные бренды: «Жигули», «Самарская Лука», «АвтоВАЗ», «Космическая Самара», «Жигулёвское пиво», «Грушинский фестиваль». Природа: уникальный изгиб Волги (Самарская Лука), Жигулёвские горы, лесостепь, Жигулёвский заповедник имени И. И. Спрыгина, гора Стрельная, Молодецкий курган, Рачейский бор («Каменный лес»). Достопримечательности: Самарская набережная, музей «Самара Космическая» (с подлинной ракетой-носителем «Союз»), бункер Сталина, Иверский монастырь, замок Гарибальди, исторический центр Самары с купеческими особняками, памятник Ил-2. Гастрономия: волжская рыба (вобла, лещ, судак — вяленая и копчёная), уха по-самарски, Жигулёвское пиво, шоколад фабрики «Россия» (Nestle), сыры Самарской Луки, торт «Самара», самарские пряники. Туризм: круизный (по Волге), экологический и активный (Жигулёвская кругосветка, походы в горы), промышленный (туры на АвтоВАЗ), пляжный отдых, событийный и космический туризм. Инфраструктура: международный аэропорт Курумоч, железнодорожный вокзал Самара (самый высокий в Европе), трасса М-5 «Урал», речной порт.;"Природные локации; Реки и озера; Музеи; Памятники и монументы; Гастрономия; Заповедники; Активный отдых; Храмы и крепости; Пляжный отдых"
Саратовская область;Саратовская область (тип: область, Поволжский федеральный округ, Поволжский экономический район, центр — Саратов). Площадь 101 240 км², население около 2 440 000 человек. Расположена на юго-востоке европейской части России, по обоим берегам Волги. Визитная карточка: Край пшеничных калачей, волжских зорь и саратовской гармошки: от легендарного моста через Волгу до гагаринского места приземления и заповедных Хвалынских меловых гор. Чем знаменита: Саратовский калач, саратовская гармошка (с колокольцами), консерватория им. Собинова, мост Саратов-Энгельс, место приземления Юрия Гагарина, утёс Степана Разина, наследие поволжских немцев, Хвалынские меловые горы. Главные бренды: «Саратовский калач», «Саратовская гармонь», «Место приземления Гагарина», «Хвалынские яблоки», «Саратовский мост». Природа: Волга (Волгоградское и Саратовское водохранилища), реки Большой и Малый Иргиз, Хопёр, Медведица, национальный парк «Хвалынский», Кумысная поляна, Хвалынские горы, степные ландшафты Заволжья, меловые скалы. Достопримечательности: Парк покорителей космоса (место приземления Гагарина), Саратовская консерватория, художественный музей им. Радищева, лимонарий, утёс Степана Разина, архитектура немецких поселений (Цюрих, Гнатау), горнолыжный курорт в Хвалынске. Гастрономия: саратовский калач (пшеничный хлеб), волжская стерлядь и судак (уха по-саратовски, заливное), кумыс, пышки с мёдом, хвалынские яблоки и мёд, немецкие колбаски и рулеты. Туризм: круизный (по Волге), космический, культурно-познавательный, экологический, рыболовный, горнолыжный и лечебно-оздоровительный (бальнеология). Инфраструктура: международный аэропорт «Гагарин», железнодорожный узел, речной порт, федеральная трасса Р-228.;"Природные локации; Реки и озера; Музеи; Памятники и монументы; Гастрономия; Храмы и крепости; Санатории; Активный отдых; Пляжный отдых"
Ульяновская область;Ульяновская область (тип: область, Поволжский федеральный округ, Поволжский экономический район, центр — Ульяновск). Площадь 37 181 км², население около 1 200 000 человек. Расположена в центре европейской части России, на обоих берегах Волги (Куйбышевское и Саратовское водохранилища). Визитная карточка: Край Симбирских круч, литературных гениев и авиационной славы: от ленинских кварталов и карамзинской буквы «Ё» до белоснежных Сенгилеевских гор над Волгой. Чем знаменита: Родина В. И. Ленина, музей-заповедник «Родина В. И. Ленина», авиастроительный гигант «Авиастар», Музей истории гражданской авиации (уникальная коллекция самолетов), Сенгилеевские горы, памятник букве «Ё», внедорожники УАЗ, родина И. А. Гончарова и Н. М. Карамзина. Главные бренды: «Родина Ленина», «Авиационная столица», «УАЗ», «Симбирский колобок», «Сенгилеевские горы». Природа: Приволжская возвышенность, Ундоровские горы (минеральные источники и палеонтология), национальный парк «Сенгилеевские горы», Волга, Черемшанский залив, Акшуатский дендропарк. Достопримечательности: Ленинский мемориал, Императорский и Президентский мосты, Музей гражданской авиации, памятник букве «Ё», дом-музей И. А. Гончарова, Ундоровский палеонтологический музей. Гастрономия: симбирский колобок (традиционная выпечка), симбирский курник (многослойный пирог), волжская уха (судак, лещ), рыбные пироги, соленые ундоровские рыжики, минеральная вода «Волжанка», варенье из вишни. Туризм: культурно-познавательный, авиационный и промышленный туризм, литературный, палеонтологический (поиск останков динозавров), круизы по Волге, лечебно-оздоровительный (курорт Ундоры), экотуризм. Инфраструктура: два аэропорта (Ульяновск-Восточный и Ульяновск-Баратаевка), речной порт, железнодорожный узел, трассы А-151 и Р-178.;"Музеи; Памятники и монументы; Природные локации; Реки и озера; Гастрономия; Санатории; Заповедники; Активный отдых; Пляжный отдых"
Брянская область;Брянская область (тип: область, Центральный федеральный округ, Центральный экономический район, центр — Брянск). Площадь 34 857 км², население около 1 132 500 человек. Расположена на западе европейской части России в бассейне реки Десны. Визитная карточка: Край суровых партизанских лесов, древних городов и хрустальных граней: от былинного Чашина кургана до монументальных святынь Покровской горы. Чем знаменита: Дятьковский хрусталь ручной работы, Брянский машиностроительный завод (магистральные тепловозы), мощное партизанское движение в годы Великой Отечественной войны, былинный герой Александр Пересвет, родина поэта Ф. И. Тютчева (Овстуг) и писателя А. К. Толстого (Красный Рог). Главные бренды: «Брянский волк», «Дятьковский хрусталь», кондитерская фабрика «Брянконфи», «Сыр Стародубский». Природа: равнинный ландшафт, биосферный заповедник «Брянский лес» (популяция зубров), река Десна, пойменные дубравы, озера Кожаны и Круглое. Достопримечательности: музей-усадьба Ф. И. Тютчева в Овстуге, литературно-мемориальный музей А. К. Толстого в Красном Роге, Свенский Свято-Успенский монастырь, Покровская гора, археологический комплекс «Чашин курган», Музей Дятьковского хрусталя. Гастрономия: картофельные драники (регион — картофельная житница), блюда из дичи (рябчик, заяц), свекольник по-брянски, вареники и галушки, узвар. Туризм: военно-патриотический, экологический (экотропы), культурно-познавательный, сельский и событийный («Серебряная лира»). Инфраструктура: международный аэропорт Брянск, крупный железнодорожный узел, федеральная трасса М-3 «Украина».;"Музеи; Памятники и монументы; Храмы и крепости; Реки и озера; Природные локации; Гастрономия; Заповедники; Активный отдых; Санатории"
Тверская область;Тверская область (тип: область, Центральный федеральный округ, Центральный экономический район, центр — Тверь). Площадь 84 201 км², население около 1 189 700 человек. Расположена в центре европейской части России, в бассейне Верхней Волги. Визитная карточка: Край истока Волги, древних городов и изысканной архитектуры: от былинных монастырей Старицы до гастрономических шедевров Торжка и «Русской Венеции» — Вышнего Волочка. Чем знаменита: Исток великой реки Волги, озеро Селигер, Императорский путевой дворец в Твери, «тверской козел», Пожарская котлета, торжокское золотное шитье, Калязинская колокольня. Главные бренды: «Исток Волги», «Озеро Селигер», «Пожарские котлеты», «Тверской пряник», «Афанасий Никитин». Природа: Валдайская возвышенность, леса (занимают почти половину территории), реки Волга, Тверца, Медведица, озера Селигер и Удомля, Центрально-Лесной заповедник. Достопримечательности: Императорский путевой дворец, Борисоглебский монастырь в Торжке, усадьба «Знаменское-Раёк», музей А.С. Пушкина в Берново, Ржевский мемориал Советскому солдату. Гастрономия: Пожарские котлеты, тверской пряник, селигерский рыбник (пирог с цельной рыбой), калитки (ржаные пирожки), снетки, лихославльский мармелад. Туризм: круизный (по Волге), экологический (отдых на озерах), гастрономический, паломнический, культурно-познавательный, активный (сплавы, рыбалка). Инфраструктура: ж/д магистраль Москва — Санкт-Петербург, федеральные трассы М-10 «Россия» и М-11 «Нева», речной вокзал.;"Природные локации; Реки и озера; Храмы и крепости; Музеи; Гастрономия; Памятники и монументы; Активный отдых; Заповедники"
Владимирская область;Владимирская область (тип: область, Центральный федеральный округ, Центральный экономический район, центр — Владимир). Площадь 29 084 км², население около 1 310 000 человек. Расположена в центре европейской части России, к востоку от Москвы, в междуречье Волги и Оки. Визитная карточка: Колыбель белокаменной Руси и корона Золотого кольца: от фресок Андрея Рублева до огуречных берегов Суздаля и хрустальных граней Гусь-Хрустального. Чем знаменита: белокаменные памятники домонгольского зодчества (ЮНЕСКО), города Золотого кольца (Владимир, Суздаль), муромские монастыри, родина Ильи Муромца, суздальская медовуха, гусевской хрусталь. Главные бренды: «Белокаменное зодчество», «Суздальская медовуха», «Муромский калач», «Покровский пряник», «Гусевской хрусталь». Природа: равнинный ландшафт, лесные массивы Мещёры, Владимирское Ополье, реки Клязьма, Ока и Нерль, Клязьминско-Лухский заказник. Достопримечательности: Золотые ворота и Успенский собор во Владимире, Храм Покрова на Нерли в Боголюбово, Суздальский Кремль, Музей хрусталя в Гусь-Хрустальном, монастыри Мурома, усадьба Храповицкого в Муромцево. Гастрономия: муромский калач, покровский пряник (имбирный), суздальская медовуха, огуречное варенье, владимирская вишня, гороховецкая тоболка (ватрушка), щука-бургер. Туризм: экскурсионный (Золотое кольцо), паломнический, гастрономический, этнографический, событийный (Праздник Огурца), активный отдых на реках. Инфраструктура: федеральные трассы М-7 «Волга» и М-12 «Восток», скоростные поезда «Ласточка» из Москвы, аэропорт Владимир.;"Храмы и крепости; Музеи; Памятники и монументы; Гастрономия; Природные локации; Заповедники; Реки и озера; Активный отдых"
Ивановская область;Ивановская область (тип: область, Центральный федеральный округ, Центральный экономический район, центр — Иваново). Площадь 21 437 км², население около 898 500 человек. Расположена в центре европейской части России, в междуречье Волги и Клязьмы. Визитная карточка: Край текстильных традиций, лаковых миниатюр и волжских просторов: от авангардного «города невест» до прославленных кистью Палеха и живописных плёсов Левитана. Чем знаменита: Текстильная столица России, Палехская лаковая миниатюра, ивановский ситец, старинные волжские города Плёс и Кинешма, советский архитектурный авангард (конструктивизм). Главные бренды: «Ивановский ситец», «Палехская миниатюра», «Плёс», «Васильевский пряник», «Город невест», «Красный Манчестер». Природа: река Волга (Горьковское водохранилище), реки Клязьма, Теза и Лух, леса (45% территории), озера Рубское и Святое, Клязьминский заказник. Достопримечательности: Музей ивановского ситца, Государственный музей палехского искусства, гора Левитана в Плёсе, колокольня Воскресенского собора в Шуе (вторая по высоте в России), конструктивистская архитектура в Иваново («Дом-корабль», «Дом-подкова»). Гастрономия: решемские пельмени, ивановские чекалы (пироги), васильевский пряник, фритюрный пирог, шуйские ягоды, ремесленные сыры (Грюйер). Туризм: культурно-познавательный (Золотое кольцо), круизы по Волге, гастрономический и паломнический туризм. Инфраструктура: скоростной поезд «Ласточка», федеральная трасса М-7 «Волга», аэропорт Иваново;"Музеи; Памятники и монументы; Храмы и крепости; Реки и озера; Природные локации; Гастрономия; Активный отдых; Пляжный отдых"
Калужская область;Калужская область (тип: область, Центральный федеральный округ, Центральный экономический район, центр — Калуга). Площадь 29 777 км², население 1 066 601 человек. Расположена в центре европейской части России, в бассейнах Оки и Десны. Визитная карточка: Колыбель космонавтики, земля великих стояний и старинных промыслов: от мистических лесов Николо-Ленивца и духовных твердынь Оптиной пустыни до родины Циолковского и знаменитого калужского теста. Чем знаменита: Государственный музей истории космонавтики им. К.Э. Циолковского, Оптина пустынь, арт-парк «Никола-Ленивец», Великое стояние на Угре, первый наукоград Обнинск (первая в мире АЭС). Главные бренды: «Колыбель космонавтики», «Калужское тесто», «Хлудневская игрушка», «Тарусская вышивка», «Арт-парк Никола-Ленивец». Природа: река Ока, Жиздра, Угра, национальный парк «Угра», засечные леса, пойменные озера, холмисто-равнинный ландшафт. Достопримечательности: музей истории космонавтики, усадьба Гончаровых «Полотняный Завод», музей-диорама «Великое Стояние на Угре», парк птиц «Воробьи», дом-музей К.Э. Циолковского. Гастрономия: калужское тесто (десерт из ржаных сухарей, меда и специй), скоблянка по-калужски, хлудневская керамика (промысел), блюда из лесных грибов, яблочная пастила. Туризм: культурно-познавательный, паломнический, арт-туризм, экологический и промышленный туризм. Инфраструктура: международный аэропорт Калуга (Грабцево), скоростные поезда из Москвы, трассы М-3 «Украина» и М-1 «Беларусь».;"Музеи; Памятники и монументы; Храмы и крепости; Реки и озера; Природные локации; Гастрономия; Заповедники; Активный отдых; Пляжный отдых"
Костромская область;Костромская область (тип: область, Центральный федеральный округ, Центральный экономический район, центр — Кострома). Площадь 60 211 км², население 560 800 человек. Расположена в центре европейской части России, в бассейне Верхней Волги. Визитная карточка: Колыбель династии Романовых, родина Снегурочки и сырная столица России: от величавых стен Ипатьевского монастыря до левитановских пейзажей Плёса. Чем знаменита: Ипатьевский монастырь, ювелирная столица России (село Красное-на-Волге), родина Ивана Сусанина и Снегурочки, льняное производство, костромской сыр, чудотворная Феодоровская икона. Главные бренды: «Кострома сырная», «Ювелирная столица», «Снегурочка», «Колыбель Романовых», «Льняная столица». Природа: лесистая местность (67% территории), река Волга, реки Кострома, Унжа и Ветлуга, Галичское и Чухломское озера, Галичско-Чухломская возвышенность. Достопримечательности: Свято-Троицкий Ипатьевский монастырь, музей деревянного зодчества «Костромская слобода», усадьба А.Н. Островского «Щелыково», Пожарная каланча и Торговые ряды в Костроме, Сусанинская площадь. Гастрономия: костромской сыр, зеленые (серые) щи из щаницы, черная четверговая соль, ветошник с рыжиками (пирог), галичская щука, варенье из лесных ягод (морошка, черника). Туризм: культурно-познавательный (Золотое кольцо), паломнический, круизный, событийный (Фестиваль сыра), экотуризм. Инфраструктура: аэропорт Сокеркино, поезда «Ласточка», трасса М-8 «Холмогоры», речной порт.;"Музеи; Храмы и крепости; Реки и озера; Природные локации; Гастрономия; Памятники и монументы; Активный отдых; Пляжный отдых"
Орловская область;"Орловская область (тип: область, Центральный федеральный округ, Центральный экономический район, центр — Орёл). Площадь 24 652 км², население около 685 700 человек. Расположена на юго-западе европейской части России, в центре Среднерусской возвышенности. Визитная карточка: Литературная столица Черноземья, край зубров и тургеневских мотивов: от живописных круч над Орликом до реликтовых дубрав Орловского Полесья. Чем знаменита: Литературное наследие И.С. Тургенева, А.А. Фета, Н.С. Лескова и И.А. Бунина; национальный парк «Орловское Полесье» (зубровый питомник); усадьба «Спасское-Лутовиново»; яблочная и селекционная слава (ВНИИСПК). Главные бренды: «Литературная столица России», «Орловский зубр», «Спасское-Лутовиново», «Мценское кружево», плешковская и чернышенская глиняная игрушка. Природа: холмистая равнина, река Ока (основная артерия), Зуша, Сосна; озера Индовище и Лавровское; широколиственные леса (дуб, береза). Достопримечательности: Музей-заповедник И.С. Тургенева «Спасское-Лутовиново», Музей писателей-орловцев, Богоявленский собор в Орле, Свято-Введенский женский монастырь, здание ж/д вокзала в стиле модерн. Гастрономия: варенье из крыжовника «по-тургеневски», болховская котелка (мясо в горшочке), картофельный колобок с тыквой, гурьевская каша, блюда из папоротника-орляка, мценские пироги. Туризм: литературный, экологический (наблюдение за зубрами), сельский, гастрономический и автотуризм. Инфраструктура: железнодорожный узел (линия Москва — Курск), федеральные трассы М-2 «Крым» и Р-119.";"Музеи; Памятники и монументы; Храмы и крепости; Природные локации; Реки и озера; Гастрономия; Заповедники; Активный отдых"
Рязанская область;Рязанская область (тип: область, Центральный федеральный округ, Центральный экономический район, центр — Рязань). Площадь 39 600 км², население около 1 074 400 человек. Расположена в центре европейской части России, в междуречье Оки и Дона. Визитная карточка: Страна березового ситца, грибов с глазами и есенинской Руси: от величавых стен Рязанского кремля до заповедных лесов Мещёры и родины великого поэта. Чем знаменита: Рязанский кремль, родина Сергея Есенина (Константиново), Мещёрский край, бренд «грибы с глазами», родина И.П. Павлова, город Касимов (сплав русской и татарской культур). Главные бренды: «Есенинская Русь», «Михайловское кружево», «Скопинская керамика», «Кадомский вениз», «Рязанский леденец». Природа: Мещёрская низменность, леса (30% территории), река Ока, Пра, Гусь, более 2800 озёр (Великое, Белое), Окский биосферный заповедник (зубры, журавли). Достопримечательности: ансамбль Рязанского кремля, музей-заповедник С.А. Есенина, Солотчинский Рождественский монастырь, Ханская мечеть в Касимове, памятник грибам с глазами. Гастрономия: калинник (ржаной пирог с калиной), черепенники с грибами, чичи (окрошка на рассоле), кокурки, рязанский леденец, мещёрский сбитень, ягоды Мещёры. Туризм: литературный, культурно-познавательный, активный (водные походы по Пре), экологический и гастрономический. Инфраструктура: федеральная трасса М-5 «Урал», развитое ж/д сообщение с Москвой (200 км), речной транспорт на Оке.;"Музеи; Памятники и монументы; Храмы и крепости; Реки и озера; Природные локации; Гастрономия; Заповедники; Активный отдых"
Смоленская область;"Смоленская область (тип: область, Центральный федеральный округ, Центральный экономический район, центр — Смоленск). Площадь 49 779 км², население около 857 800 человек. Расположена в центре Восточно-Европейской равнины, в верховьях Днепра, Волги и Западной Двины; граничит с Беларусью. Визитная карточка: Щит России и родина великих композиторов: от древних крепостных стен Смоленска до ледниковых озёр и мистических валунов Смоленского Поозерья. Чем знаменита: Смоленская крепостная стена, героическая история войн (1812 и 1941–1945 гг.), родина М.И. Глинки, Н. Пржевальского, П. Нахимова; биосферный резерват ЮНЕСКО «Смоленское Поозерье». Главные бренды: «Смоленская крепостная стена», «Вяземский пряник», «Смоленская вышивка», «Глинка», «Василий Тёркин», «Гнездовский медовый хлеб». Природа: волнистая равнина, исток Днепра, более 160 ледниковых озёр (Сапшо, Чистик), леса (40% территории), национальный парк «Смоленское Поозерье». Достопримечательности: Свято-Успенский кафедральный собор, усадьба А.С. Грибоедова «Хмелита», комплекс «Теремок» (Талашкино), Гнездовские курганы, мемориал «Катынь», дом-музей М.И. Глинки. Гастрономия: смоленская каша (перловка с раками и орехами), вяземский пряник, смоленская смоква, кисель «жур», лапунь (картофель с мясом), гнездовский медовый хлеб. Туризм: военно-исторический, культурно-познавательный, экологический (байдарки в Поозерье), фестивальный и усадебный. Инфраструктура: трасса М-1 «Беларусь», скоростные поезда «Ласточка», отели в Смоленске и Вязьме, базы отдыха в Пржевальском.";"Музеи; Памятники и монументы; Храмы и крепости; Реки и озера; Природные локации; Гастрономия; Заповедники; Активный отдых"
Тульская область;Тульская область (тип: область, Центральный федеральный округ, Центральный экономический район, центр — Тула). Площадь 25 679 км², население около 1 455 900 человек. Расположена в центре европейской части России, в пределах Среднерусской возвышенности. Визитная карточка: Арсенал и пряничная столица России: от легендарной обороны Кремля и усадебных парков Ясной Поляны до ратных полей Куликова и сладких секретов белёвской пастилы. Чем знаменита: Тульский кремль, музей-усадьба Л.Н. Толстого «Ясная Поляна», музей-заповедник «Куликово поле», Тульский государственный музей оружия. Главные бренды: «Тульский пряник», «Тульский самовар», «Белёвская пастила», «Тульское оружие», «Филимоновская игрушка». Природа: полого-волнистая равнина, река Ока (основная), Упа, Дон (исток в области), Красивая Меча, Романцевские горы (Кондуки) с голубыми озёрами, Шиловское озеро. Достопримечательности: Тульский кремль (XVI век), Ясная Поляна, усадьба В.Д. Поленова, Богородицкий дворец-музей и парк, музей-заповедник «Куликово поле». Гастрономия: тульский пряник, белёвская пастила (из печёных яблок), булочка «Венёвка», «Анковский пирог» (по рецепту С.А. Толстой), суворовские конфеты, березовый квас. Туризм: культурно-познавательный, литературный, военно-исторический, гастрономический и промышленный туризм. Инфраструктура: федеральные трассы М-2 «Крым» и М-4 «Дон», скоростные поезда «Ласточка» из Москвы (2-3 часа).;"Музеи; Памятники и монументы; Храмы и крепости; Реки и озера; Природные локации; Гастрономия; Заповедники; Активный отдых"
Ярославская область;Ярославская область (тип: область, Центральный федеральный округ, Центральный экономический район, центр — Ярославль). Площадь 36 177 км², население 1 179 300 человек. Расположена в центре европейской части России, на Верхней Волге. Визитная карточка: Столица Золотого кольца и родина первых русских театров: от фресок Ильи Пророка и тысячелетней истории до рукотворного Рыбинского моря и нежных сыров. Чем знаменита: Исторический центр Ярославля (объект ЮНЕСКО), первый русский общедоступный театр Ф.Г. Волкова, родина Валентины Терешковой, уникальная школа храмового зодчества и настенной живописи XVII века, родина поэта Н. Некрасова. Главные бренды: «Столица Золотого кольца», «Ростовская финифть», «Медвежий край», «Ярославское тесто», «Волжская набережная». Природа: Волга, Рыбинское водохранилище («Рыбинское море»), озера Плещеево и Неро, Дарвинский заповедник, Борисоглебская возвышенность. Достопримечательности: Спасо-Преображенский монастырь, Церковь Ильи Пророка, Ростовский кремль, Угличский кремль, усадьба «Карабиха», музей «Космос». Гастрономия: ярославские ярушки (пельмени с рыбой), курник, стерлядь и судак по-ярославски, щи по-некрасовски, ярославский сбитень, сыр «Грюйер» (Филимоново раздолье), мороженое «Айсберри». Туризм: культурно-познавательный, круизный, событийный («Пир на Волге»), паломнический, активный отдых на воде. Инфраструктура: трассы М-8 «Холмогоры» и Р-132 «Золотое кольцо», аэропорт Туношна, свыше 240 отелей и глэмпингов.;"Музеи; Памятники и монументы; Храмы и крепости; Реки и озера; Природные локации; Гастрономия; Заповедники; Активный отдых"
